raw,parsing,pose,annotate
./data/MPII_sample1/050061953.jpg,./data/MPII_sample1_parsing/050061953_vis.png,./data/MPII_sample1_pose/050061953_rendered.png,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame"
./data/MPII_sample1/012662112.jpg,./data/MPII_sample1_parsing/012662112_vis.png,./data/MPII_sample1_pose/012662112_rendered.png,"canoeing, on camping trip (Taylor Code 270)"
./data/MPII_sample1/069716625.jpg,./data/MPII_sample1_parsing/069716625_vis.png,./data/MPII_sample1_pose/069716625_rendered.png,"cleaning, general"
./data/MPII_sample1/022780076.jpg,./data/MPII_sample1_parsing/022780076_vis.png,./data/MPII_sample1_pose/022780076_rendered.png,tailoring
./data/MPII_sample1/064803032.jpg,./data/MPII_sample1_parsing/064803032_vis.png,./data/MPII_sample1_pose/064803032_rendered.png,"home repair, general"
./data/MPII_sample1/078244164.jpg,./data/MPII_sample1_parsing/078244164_vis.png,./data/MPII_sample1_pose/078244164_rendered.png,backpacking
./data/MPII_sample1/015877629.jpg,./data/MPII_sample1_parsing/015877629_vis.png,./data/MPII_sample1_pose/015877629_rendered.png,laundry worker
./data/MPII_sample1/036509392.jpg,./data/MPII_sample1_parsing/036509392_vis.png,./data/MPII_sample1_pose/036509392_rendered.png,"fishing in stream, in waders (Taylor Code 670)"
./data/MPII_sample1/024471560.jpg,./data/MPII_sample1_parsing/024471560_vis.png,./data/MPII_sample1_pose/024471560_rendered.png,resistance training
./data/MPII_sample1/034827462.jpg,./data/MPII_sample1_parsing/034827462_vis.png,./data/MPII_sample1_pose/034827462_rendered.png,"polishing floors, standing, walking slowly, using electric polishing machine"
./data/MPII_sample1/029811555.jpg,./data/MPII_sample1_parsing/029811555_vis.png,./data/MPII_sample1_pose/029811555_rendered.png,"bicycling, racing and road"
./data/MPII_sample1/004664145.jpg,./data/MPII_sample1_parsing/004664145_vis.png,./data/MPII_sample1_pose/004664145_rendered.png,"massage therapist, standing"
./data/MPII_sample1/037762908.jpg,./data/MPII_sample1_parsing/037762908_vis.png,./data/MPII_sample1_pose/037762908_rendered.png,"rowing, stationary"
./data/MPII_sample1/087548865.jpg,./data/MPII_sample1_parsing/087548865_vis.png,./data/MPII_sample1_pose/087548865_rendered.png,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart"
./data/MPII_sample1/017862888.jpg,./data/MPII_sample1_parsing/017862888_vis.png,./data/MPII_sample1_pose/017862888_rendered.png,fishing from river bank
./data/MPII_sample1/099672640.jpg,./data/MPII_sample1_parsing/099672640_vis.png,./data/MPII_sample1_pose/099672640_rendered.png,resistance training
./data/MPII_sample1/034671876.jpg,./data/MPII_sample1_parsing/034671876_vis.png,./data/MPII_sample1_pose/034671876_rendered.png,cleaning gutters
./data/MPII_sample1/086774739.jpg,./data/MPII_sample1_parsing/086774739_vis.png,./data/MPII_sample1_pose/086774739_rendered.png,"digging, spading, filling garden, composting"
./data/MPII_sample1/001923170.jpg,./data/MPII_sample1_parsing/001923170_vis.png,./data/MPII_sample1_pose/001923170_rendered.png,picking fruits/vegetables
./data/MPII_sample1/070090668.jpg,./data/MPII_sample1_parsing/070090668_vis.png,./data/MPII_sample1_pose/070090668_rendered.png,"shoe repair, general"
./data/MPII_sample1/088865908.jpg,./data/MPII_sample1_parsing/088865908_vis.png,./data/MPII_sample1_pose/088865908_rendered.png,"hunting, general"
./data/MPII_sample1/070662987.jpg,./data/MPII_sample1_parsing/070662987_vis.png,./data/MPII_sample1_pose/070662987_rendered.png,fishing from river bank
./data/MPII_sample1/013436961.jpg,./data/MPII_sample1_parsing/013436961_vis.png,./data/MPII_sample1_pose/013436961_rendered.png,"typing, electric, manual or computer"
./data/MPII_sample1/090147758.jpg,./data/MPII_sample1_parsing/090147758_vis.png,./data/MPII_sample1_pose/090147758_rendered.png,"shoe repair, general"
./data/MPII_sample1/099469013.jpg,./data/MPII_sample1_parsing/099469013_vis.png,./data/MPII_sample1_pose/099469013_rendered.png,"massage therapist, standing"
./data/MPII_sample1/057314925.jpg,./data/MPII_sample1_parsing/057314925_vis.png,./data/MPII_sample1_pose/057314925_rendered.png,"sitting, arts and crafts,  carving wood, weaving, spinning wool"
./data/MPII_sample1/033426337.jpg,./data/MPII_sample1_parsing/033426337_vis.png,./data/MPII_sample1_pose/033426337_rendered.png,"wheelbarrow, pushing garden cart or wheelbarrow"
./data/MPII_sample1/068431425.jpg,./data/MPII_sample1_parsing/068431425_vis.png,./data/MPII_sample1_pose/068431425_rendered.png,golf
./data/MPII_sample1/070957919.jpg,./data/MPII_sample1_parsing/070957919_vis.png,./data/MPII_sample1_pose/070957919_rendered.png,"fishing, general"
./data/MPII_sample1/061622425.jpg,./data/MPII_sample1_parsing/061622425_vis.png,./data/MPII_sample1_pose/061622425_rendered.png,"skiing, downhill"
./data/MPII_sample1/070491113.jpg,./data/MPII_sample1_parsing/070491113_vis.png,./data/MPII_sample1_pose/070491113_rendered.png,cooking or food preparation
./data/MPII_sample1/025741123.jpg,./data/MPII_sample1_parsing/025741123_vis.png,./data/MPII_sample1_pose/025741123_rendered.png,"trapping game, general"
./data/MPII_sample1/083848269.jpg,./data/MPII_sample1_parsing/083848269_vis.png,./data/MPII_sample1_pose/083848269_rendered.png,"paddle boarding, standing"
./data/MPII_sample1/024870716.jpg,./data/MPII_sample1_parsing/024870716_vis.png,./data/MPII_sample1_pose/024870716_rendered.png,horseback riding
./data/MPII_sample1/046120247.jpg,./data/MPII_sample1_parsing/046120247_vis.png,./data/MPII_sample1_pose/046120247_rendered.png,"yoga, Power"
./data/MPII_sample1/013185199.jpg,./data/MPII_sample1_parsing/013185199_vis.png,./data/MPII_sample1_pose/013185199_rendered.png,"standing, arts and crafts, sand painting, carving, weaving"
./data/MPII_sample1/064894194.jpg,./data/MPII_sample1_parsing/064894194_vis.png,./data/MPII_sample1_pose/064894194_rendered.png,"fishing, general"
./data/MPII_sample1/034456823.jpg,./data/MPII_sample1_parsing/034456823_vis.png,./data/MPII_sample1_pose/034456823_rendered.png,"martial arts, different types"
./data/MPII_sample1/020728252.jpg,./data/MPII_sample1_parsing/020728252_vis.png,./data/MPII_sample1_pose/020728252_rendered.png,cooking or food preparation
./data/MPII_sample1/042748645.jpg,./data/MPII_sample1_parsing/042748645_vis.png,./data/MPII_sample1_pose/042748645_rendered.png,"rowing, stationary"
./data/MPII_sample1/019032122.jpg,./data/MPII_sample1_parsing/019032122_vis.png,./data/MPII_sample1_pose/019032122_rendered.png,"windsurfing or kitesurfing, winter"
./data/MPII_sample1/011057919.jpg,./data/MPII_sample1_parsing/011057919_vis.png,./data/MPII_sample1_pose/011057919_rendered.png,"walking, applying fertilizer or seeding a lawn, push applicator"
./data/MPII_sample1/069055264.jpg,./data/MPII_sample1_parsing/069055264_vis.png,./data/MPII_sample1_pose/069055264_rendered.png,reclining
./data/MPII_sample1/078129065.jpg,./data/MPII_sample1_parsing/078129065_vis.png,./data/MPII_sample1_pose/078129065_rendered.png,running
./data/MPII_sample1/002753672.jpg,./data/MPII_sample1_parsing/002753672_vis.png,./data/MPII_sample1_pose/002753672_rendered.png,planting trees
./data/MPII_sample1/070248408.jpg,./data/MPII_sample1_parsing/070248408_vis.png,./data/MPII_sample1_pose/070248408_rendered.png,"standing, arts and crafts, sand painting, carving, weaving"
./data/MPII_sample1/092824535.jpg,./data/MPII_sample1_parsing/092824535_vis.png,./data/MPII_sample1_pose/092824535_rendered.png,"drums, sitting"
./data/MPII_sample1/087035400.jpg,./data/MPII_sample1_parsing/087035400_vis.png,./data/MPII_sample1_pose/087035400_rendered.png,"shoe repair, general"
./data/MPII_sample1/017662343.jpg,./data/MPII_sample1_parsing/017662343_vis.png,./data/MPII_sample1_pose/017662343_rendered.png,tailoring
./data/MPII_sample1/079383591.jpg,./data/MPII_sample1_parsing/079383591_vis.png,./data/MPII_sample1_pose/079383591_rendered.png,"sitting, arts and crafts,  carving wood, weaving, spinning wool"
./data/MPII_sample1/004696442.jpg,./data/MPII_sample1_parsing/004696442_vis.png,./data/MPII_sample1_pose/004696442_rendered.png,"horse grooming, feeding, cleaning, harnessing and unharnessing"
./data/MPII_sample1/053552588.jpg,./data/MPII_sample1_parsing/053552588_vis.png,./data/MPII_sample1_pose/053552588_rendered.png,"garbage collector, walking, dumping bins into truck"
./data/MPII_sample1/082218291.jpg,./data/MPII_sample1_parsing/082218291_vis.png,./data/MPII_sample1_pose/082218291_rendered.png,race walking
./data/MPII_sample1/012646425.jpg,./data/MPII_sample1_parsing/012646425_vis.png,./data/MPII_sample1_pose/012646425_rendered.png,"horse grooming, feeding, cleaning, harnessing and unharnessing"
./data/MPII_sample1/023872881.jpg,./data/MPII_sample1_parsing/023872881_vis.png,./data/MPII_sample1_pose/023872881_rendered.png,"softball, general"
./data/MPII_sample1/058559183.jpg,./data/MPII_sample1_parsing/058559183_vis.png,./data/MPII_sample1_pose/058559183_rendered.png,fishing from river bank
./data/MPII_sample1/087557637.jpg,./data/MPII_sample1_parsing/087557637_vis.png,./data/MPII_sample1_pose/087557637_rendered.png,"water aerobics, water calisthenics"
./data/MPII_sample1/068258167.jpg,./data/MPII_sample1_parsing/068258167_vis.png,./data/MPII_sample1_pose/068258167_rendered.png,"skating, ice dancing"
./data/MPII_sample1/076977231.jpg,./data/MPII_sample1_parsing/076977231_vis.png,./data/MPII_sample1_pose/076977231_rendered.png,"canoeing, kayaking, rowing, competitive"
./data/MPII_sample1/062904699.jpg,./data/MPII_sample1_parsing/062904699_vis.png,./data/MPII_sample1_pose/062904699_rendered.png,"bicycling, mountain"
./data/MPII_sample1/054502692.jpg,./data/MPII_sample1_parsing/054502692_vis.png,./data/MPII_sample1_pose/054502692_rendered.png,using heavy tools
./data/MPII_sample1/029470137.jpg,./data/MPII_sample1_parsing/029470137_vis.png,./data/MPII_sample1_pose/029470137_rendered.png,"bakery, general"
./data/MPII_sample1/015633144.jpg,./data/MPII_sample1_parsing/015633144_vis.png,./data/MPII_sample1_pose/015633144_rendered.png,"mowing lawn, walk, hand mower (Taylor Code 570)"
./data/MPII_sample1/039120344.jpg,./data/MPII_sample1_parsing/039120344_vis.png,./data/MPII_sample1_pose/039120344_rendered.png,"washing fence, painting fence, moderate effort"
./data/MPII_sample1/067040978.jpg,./data/MPII_sample1_parsing/067040978_vis.png,./data/MPII_sample1_pose/067040978_rendered.png,"carpentry, general"
./data/MPII_sample1/066775603.jpg,./data/MPII_sample1_parsing/066775603_vis.png,./data/MPII_sample1_pose/066775603_rendered.png,skateboarding
./data/MPII_sample1/071151290.jpg,./data/MPII_sample1_parsing/071151290_vis.png,./data/MPII_sample1_pose/071151290_rendered.png,"fishing, set net, setting net and retrieving fish, general"
./data/MPII_sample1/007208434.jpg,./data/MPII_sample1_parsing/007208434_vis.png,./data/MPII_sample1_pose/007208434_rendered.png,"carpentry, finishing or refinishing cabinets or furniture"
./data/MPII_sample1/021186654.jpg,./data/MPII_sample1_parsing/021186654_vis.png,./data/MPII_sample1_pose/021186654_rendered.png,automobile repair
./data/MPII_sample1/028262561.jpg,./data/MPII_sample1_parsing/028262561_vis.png,./data/MPII_sample1_pose/028262561_rendered.png,"bicycling, mountain"
./data/MPII_sample1/032597904.jpg,./data/MPII_sample1_parsing/032597904_vis.png,./data/MPII_sample1_pose/032597904_rendered.png,"standing, miscellaneous"
./data/MPII_sample1/067383796.jpg,./data/MPII_sample1_parsing/067383796_vis.png,./data/MPII_sample1_pose/067383796_rendered.png,"carpentry, general"
./data/MPII_sample1/060857172.jpg,./data/MPII_sample1_parsing/060857172_vis.png,./data/MPII_sample1_pose/060857172_rendered.png,"tai chi, qi gong, general"
./data/MPII_sample1/040690796.jpg,./data/MPII_sample1_parsing/040690796_vis.png,./data/MPII_sample1_pose/040690796_rendered.png,"digging, spading, filling garden, composting"
./data/MPII_sample1/024273255.jpg,./data/MPII_sample1_parsing/024273255_vis.png,./data/MPII_sample1_pose/024273255_rendered.png,"shoveling snow, by hand"
./data/MPII_sample1/062849543.jpg,./data/MPII_sample1_parsing/062849543_vis.png,./data/MPII_sample1_pose/062849543_rendered.png,"bicycling, racing and road"
./data/MPII_sample1/011580489.jpg,./data/MPII_sample1_parsing/011580489_vis.png,./data/MPII_sample1_pose/011580489_rendered.png,race walking
./data/MPII_sample1/029785940.jpg,./data/MPII_sample1_parsing/029785940_vis.png,./data/MPII_sample1_pose/029785940_rendered.png,"standing, doing work"
./data/MPII_sample1/011571330.jpg,./data/MPII_sample1_parsing/011571330_vis.png,./data/MPII_sample1_pose/011571330_rendered.png,cooking or food preparation
./data/MPII_sample1/091289598.jpg,./data/MPII_sample1_parsing/091289598_vis.png,./data/MPII_sample1_pose/091289598_rendered.png,"planting seedlings, shrub, stooping, moderate effort"
./data/MPII_sample1/036300145.jpg,./data/MPII_sample1_parsing/036300145_vis.png,./data/MPII_sample1_pose/036300145_rendered.png,"bicycling, BMX"
./data/MPII_sample1/094099232.jpg,./data/MPII_sample1_parsing/094099232_vis.png,./data/MPII_sample1_pose/094099232_rendered.png,"fishing from boat or canoe, sitting"
./data/MPII_sample1/017353692.jpg,./data/MPII_sample1_parsing/017353692_vis.png,./data/MPII_sample1_pose/017353692_rendered.png,"bakery, general"
./data/MPII_sample1/043266011.jpg,./data/MPII_sample1_parsing/043266011_vis.png,./data/MPII_sample1_pose/043266011_rendered.png,surfing
./data/MPII_sample1/093778763.jpg,./data/MPII_sample1_parsing/093778763_vis.png,./data/MPII_sample1_pose/093778763_rendered.png,resistance training
./data/MPII_sample1/067115747.jpg,./data/MPII_sample1_parsing/067115747_vis.png,./data/MPII_sample1_pose/067115747_rendered.png,"bicycling, stationary"
./data/MPII_sample1/020185345.jpg,./data/MPII_sample1_parsing/020185345_vis.png,./data/MPII_sample1_pose/020185345_rendered.png,racquetball
./data/MPII_sample1/010985976.jpg,./data/MPII_sample1_parsing/010985976_vis.png,./data/MPII_sample1_pose/010985976_rendered.png,squash
./data/MPII_sample1/048969004.jpg,./data/MPII_sample1_parsing/048969004_vis.png,./data/MPII_sample1_pose/048969004_rendered.png,"non-food shopping, with or without a cart, standing or walking"
./data/MPII_sample1/003654967.jpg,./data/MPII_sample1_parsing/003654967_vis.png,./data/MPII_sample1_pose/003654967_rendered.png,serving food in church
./data/MPII_sample1/084541920.jpg,./data/MPII_sample1_parsing/084541920_vis.png,./data/MPII_sample1_pose/084541920_rendered.png,laying or removing carpet
./data/MPII_sample1/062268781.jpg,./data/MPII_sample1_parsing/062268781_vis.png,./data/MPII_sample1_pose/062268781_rendered.png,cooking or food preparation
./data/MPII_sample1/009328738.jpg,./data/MPII_sample1_parsing/009328738_vis.png,./data/MPII_sample1_pose/009328738_rendered.png,using crutches
./data/MPII_sample1/032523823.jpg,./data/MPII_sample1_parsing/032523823_vis.png,./data/MPII_sample1_pose/032523823_rendered.png,"drawing, writing, painting, standing"
./data/MPII_sample1/060683143.jpg,./data/MPII_sample1_parsing/060683143_vis.png,./data/MPII_sample1_pose/060683143_rendered.png,"stair climbing, fast pace"
./data/MPII_sample1/022159343.jpg,./data/MPII_sample1_parsing/022159343_vis.png,./data/MPII_sample1_pose/022159343_rendered.png,"fishing in stream, in waders (Taylor Code 670)"
./data/MPII_sample1/094584441.jpg,./data/MPII_sample1_parsing/094584441_vis.png,./data/MPII_sample1_pose/094584441_rendered.png,"caulking, except log cabin"
./data/MPII_sample1/002363859.jpg,./data/MPII_sample1_parsing/002363859_vis.png,./data/MPII_sample1_pose/002363859_rendered.png,"irrigation channels, opening and closing ports"
./data/MPII_sample1/041473580.jpg,./data/MPII_sample1_parsing/041473580_vis.png,./data/MPII_sample1_pose/041473580_rendered.png,"sitting, arts and crafts,  carving wood, weaving, spinning wool"
./data/MPII_sample1/029728720.jpg,./data/MPII_sample1_parsing/029728720_vis.png,./data/MPII_sample1_pose/029728720_rendered.png,"rowing, stationary"
./data/MPII_sample1/058214480.jpg,./data/MPII_sample1_parsing/058214480_vis.png,./data/MPII_sample1_pose/058214480_rendered.png,"swimming, general"
./data/MPII_sample1/046293733.jpg,./data/MPII_sample1_parsing/046293733_vis.png,./data/MPII_sample1_pose/046293733_rendered.png,"aerobic, step"
./data/MPII_sample1/049713080.jpg,./data/MPII_sample1_parsing/049713080_vis.png,./data/MPII_sample1_pose/049713080_rendered.png,custodial work
./data/MPII_sample1/089544531.jpg,./data/MPII_sample1_parsing/089544531_vis.png,./data/MPII_sample1_pose/089544531_rendered.png,resistance training
./data/MPII_sample1/028740960.jpg,./data/MPII_sample1_parsing/028740960_vis.png,./data/MPII_sample1_pose/028740960_rendered.png,"cleaning, sweeping floor or carpet"
./data/MPII_sample1/059583490.jpg,./data/MPII_sample1_parsing/059583490_vis.png,./data/MPII_sample1_pose/059583490_rendered.png,dog sledding
./data/MPII_sample1/042367641.jpg,./data/MPII_sample1_parsing/042367641_vis.png,./data/MPII_sample1_pose/042367641_rendered.png,snorkeling (Taylor Code 310)
./data/MPII_sample1/088283649.jpg,./data/MPII_sample1_parsing/088283649_vis.png,./data/MPII_sample1_pose/088283649_rendered.png,"canoeing, kayaking, rowing, competitive"
./data/MPII_sample1/086200647.jpg,./data/MPII_sample1_parsing/086200647_vis.png,./data/MPII_sample1_pose/086200647_rendered.png,"cutting and smoking fish, drying fish or meat"
./data/MPII_sample1/007700493.jpg,./data/MPII_sample1_parsing/007700493_vis.png,./data/MPII_sample1_pose/007700493_rendered.png,"canoeing, kayaking, rowing, competitive"
./data/MPII_sample1/029240449.jpg,./data/MPII_sample1_parsing/029240449_vis.png,./data/MPII_sample1_pose/029240449_rendered.png,"pistol shooting or trap shooting, standing"
./data/MPII_sample1/006845872.jpg,./data/MPII_sample1_parsing/006845872_vis.png,./data/MPII_sample1_pose/006845872_rendered.png,"rope skipping, general"
./data/MPII_sample1/088139100.jpg,./data/MPII_sample1_parsing/088139100_vis.png,./data/MPII_sample1_pose/088139100_rendered.png,"swimming, general"
./data/MPII_sample1/040518210.jpg,./data/MPII_sample1_parsing/040518210_vis.png,./data/MPII_sample1_pose/040518210_rendered.png,"carpentry, general"
./data/MPII_sample1/096574721.jpg,./data/MPII_sample1_parsing/096574721_vis.png,./data/MPII_sample1_pose/096574721_rendered.png,running
./data/MPII_sample1/027489566.jpg,./data/MPII_sample1_parsing/027489566_vis.png,./data/MPII_sample1_pose/027489566_rendered.png,child care
./data/MPII_sample1/088888794.jpg,./data/MPII_sample1_parsing/088888794_vis.png,./data/MPII_sample1_pose/088888794_rendered.png,snow shoeing
./data/MPII_sample1/059768234.jpg,./data/MPII_sample1_parsing/059768234_vis.png,./data/MPII_sample1_pose/059768234_rendered.png,"copying documents, standing"
./data/MPII_sample1/087991463.jpg,./data/MPII_sample1_parsing/087991463_vis.png,./data/MPII_sample1_pose/087991463_rendered.png,"archery, non-hunting"
./data/MPII_sample1/080978403.jpg,./data/MPII_sample1_parsing/080978403_vis.png,./data/MPII_sample1_pose/080978403_rendered.png,"cleaning windows, washing windows, general"
./data/MPII_sample1/035114369.jpg,./data/MPII_sample1_parsing/035114369_vis.png,./data/MPII_sample1_pose/035114369_rendered.png,"guitar, classical, folk, sitting"
./data/MPII_sample1/034676007.jpg,./data/MPII_sample1_parsing/034676007_vis.png,./data/MPII_sample1_pose/034676007_rendered.png,"yoga, Nadisodhana"
./data/MPII_sample1/042655285.jpg,./data/MPII_sample1_parsing/042655285_vis.png,./data/MPII_sample1_pose/042655285_rendered.png,"bakery, general"
./data/MPII_sample1/046806086.jpg,./data/MPII_sample1_parsing/046806086_vis.png,./data/MPII_sample1_pose/046806086_rendered.png,"bicycling, racing and road"
./data/MPII_sample1/073842510.jpg,./data/MPII_sample1_parsing/073842510_vis.png,./data/MPII_sample1_pose/073842510_rendered.png,ballroom
./data/MPII_sample1/018564670.jpg,./data/MPII_sample1_parsing/018564670_vis.png,./data/MPII_sample1_pose/018564670_rendered.png,"rope skipping, general"
./data/MPII_sample1/059541480.jpg,./data/MPII_sample1_parsing/059541480_vis.png,./data/MPII_sample1_pose/059541480_rendered.png,"ballet, modern, or jazz"
./data/MPII_sample1/091079493.jpg,./data/MPII_sample1_parsing/091079493_vis.png,./data/MPII_sample1_pose/091079493_rendered.png,using crutches
./data/MPII_sample1/019201625.jpg,./data/MPII_sample1_parsing/019201625_vis.png,./data/MPII_sample1_pose/019201625_rendered.png,playing with animals
./data/MPII_sample1/060732442.jpg,./data/MPII_sample1_parsing/060732442_vis.png,./data/MPII_sample1_pose/060732442_rendered.png,"cleaning, general"
./data/MPII_sample1/069297179.jpg,./data/MPII_sample1_parsing/069297179_vis.png,./data/MPII_sample1_pose/069297179_rendered.png,custodial work
./data/MPII_sample1/097287132.jpg,./data/MPII_sample1_parsing/097287132_vis.png,./data/MPII_sample1_pose/097287132_rendered.png,"badminton, competitive (Taylor Code 450)"
./data/MPII_sample1/094103430.jpg,./data/MPII_sample1_parsing/094103430_vis.png,./data/MPII_sample1_pose/094103430_rendered.png,resistance training
./data/MPII_sample1/050885165.jpg,./data/MPII_sample1_parsing/050885165_vis.png,./data/MPII_sample1_pose/050885165_rendered.png,forestry
./data/MPII_sample1/019587219.jpg,./data/MPII_sample1_parsing/019587219_vis.png,./data/MPII_sample1_pose/019587219_rendered.png,"pilates, general"
./data/MPII_sample1/006040187.jpg,./data/MPII_sample1_parsing/006040187_vis.png,./data/MPII_sample1_pose/006040187_rendered.png,cooking or food preparation
./data/MPII_sample1/077132314.jpg,./data/MPII_sample1_parsing/077132314_vis.png,./data/MPII_sample1_pose/077132314_rendered.png,"fishing in stream, in waders (Taylor Code 670)"
./data/MPII_sample1/021494038.jpg,./data/MPII_sample1_parsing/021494038_vis.png,./data/MPII_sample1_pose/021494038_rendered.png,"horse grooming, feeding, cleaning, harnessing and unharnessing"
./data/MPII_sample1/029107888.jpg,./data/MPII_sample1_parsing/029107888_vis.png,./data/MPII_sample1_pose/029107888_rendered.png,"yoga, Power"
./data/MPII_sample1/024344563.jpg,./data/MPII_sample1_parsing/024344563_vis.png,./data/MPII_sample1_pose/024344563_rendered.png,resistance training
./data/MPII_sample1/060435932.jpg,./data/MPII_sample1_parsing/060435932_vis.png,./data/MPII_sample1_pose/060435932_rendered.png,golf
./data/MPII_sample1/004356068.jpg,./data/MPII_sample1_parsing/004356068_vis.png,./data/MPII_sample1_pose/004356068_rendered.png,"garbage collector, walking, dumping bins into truck"
./data/MPII_sample1/016514871.jpg,./data/MPII_sample1_parsing/016514871_vis.png,./data/MPII_sample1_pose/016514871_rendered.png,skateboarding
./data/MPII_sample1/077686033.jpg,./data/MPII_sample1_parsing/077686033_vis.png,./data/MPII_sample1_pose/077686033_rendered.png,"painting inside house,wallpapering, scraping paint"
./data/MPII_sample1/071485597.jpg,./data/MPII_sample1_parsing/071485597_vis.png,./data/MPII_sample1_pose/071485597_rendered.png,coal mining
./data/MPII_sample1/099153278.jpg,./data/MPII_sample1_parsing/099153278_vis.png,./data/MPII_sample1_pose/099153278_rendered.png,"mowing lawn, walk, hand mower (Taylor Code 570)"
./data/MPII_sample1/027405421.jpg,./data/MPII_sample1_parsing/027405421_vis.png,./data/MPII_sample1_pose/027405421_rendered.png,"farming, feeding small animals"
./data/MPII_sample1/003905462.jpg,./data/MPII_sample1_parsing/003905462_vis.png,./data/MPII_sample1_pose/003905462_rendered.png,"sitting, teaching stretching or yoga, or light effort exercise class"
